pmkSong,fnkArtist,fldTerms,fldTitle,fldYear
SOIKVVS12AB0184063,ARDQO721187FB3C6D9,miami bass,Nutty Block,1991
SOYCTBG12A8C144341,ARIFGKC1187B9B04D5,vocal,Until You Love Someone,2005
SOMCCPJ12A8C142B6B,AR4IWYN1187FB47DF6,post-grunge,Part One From Triomusic,2004
SOVKCDB12A6D4FB2AB,AR9YQN31187FB45B34,brill building pop,Hello Young Lovers (LP Version),0
SOONOZL12A6D4FC475,ARV3IN31187FB4AAAE,funky house,Same Man,2006
SOIHZMH12AB017DF93,ARCID1N1187FB51DA0,flamenco,Quiero Ir Ao Mar,2005
SOCQJBX12AF72AA6F2,ARKCTSM11F4C83C839,ballet,The Owl and the Pussy-cat,0
SOMWLCK12A8C135D69,AR7JBP41187FB3EA8A,country rock,Set You Free This Time,1998
SORHXYU12A8C13716B,ARAHQDS1187FB55275,brazilian pop music,Bloco Da Solidao (1996 Digital Remaster),0
SOEMLQO12AB01808B6,ARALP6I1187B989E27,doo-wop,Will You Love Me Tomorrow,1960
SOITEVV12A6D4F5969,AR23EC41187FB4805D,j pop,Stille nacht_ heilige nacht,0
SOWNSZY12AB0180BCF,AR8JSAL1187FB3CE7E,happy hardcore,Nine Ways,0
SOQKKPE12A8C13C2CD,ARL6FF81187FB5A916,pop punk,Northern Downpour (Album Version),0
SORJXPY12AB0182839,AR9EZGO1187B9A401F,classic country,Bad Seed,0
SOIRGRL12AB0186BC2,ARLDW6Z1187FB3F2A0,jazz,Exchange,1995
SOEGTAN12A6D4F8726,ARKA2YS1187B9A4060,chanson,Marie D'Aquitaine,0
SODTRPJ12A8C1377E9,AR1QXAQ1187FB47FAC,hip hop,Oh My God,2000
SOKPFTZ12A6D4FA141,ARKSBCO1241B9CE46E,bel canto,Joy To The World,0
SOFVRCJ12AB018B4DA,AR76DOS1187FB5AE78,blues-rock,Hoochie Coochie Man,1989
SORWMLD12A8C137D1A,AR4OHL91187B9B2EB9,pop folk,Ftei O Erotas,0
SOFHQCR12A8C138A74,AR6QQY41187B990574,british pop,The Second Summer Of Love,1989
SOCPGVG12AB018AA84,ARN8NCB1187FB49652,early music,Prelude And Fugue In C Major BWV 531 : Fugue,0
SOYUFEN12AB018BF99,AREHMUC1187B98B91B,musette,Don't Phunk With My Heart,0
SOLWQFA12AB01899E8,ARXG6L11187FB5695E,downtempo,Give It What U Got,2007
SOAMXQV12AB018775F,ARO2EDF1187B993BD8,irish folk,Dancing To A Standstill,0
SOENDOQ12A8C139A41,ARU0HTX1187B98B4C6,chill-out,Isla del Luna,1999
SOWHAEF12A8C13EF0C,ARVMPJC1187FB3B954,argentine rock,Spirit,0
SOTTXNS12AB0187861,ARDW5AW1187FB55708,country rock,Another Long One,1989
SOXSLOL12AB0188039,ARHNL9K1187FB5730C,cantonese pop,Leng Jing,0
SOQLGFP12A58A7800E,ARD7TVE1187B99BFB1,hip hop,OAKtown,0
SOPVXLX12A8C1402D5,AR3JMC51187B9AE49D,teen pop,Larger Than Life,1999
SOAOIBZ12AB01815BE,ARPBNLO1187FB3D52F,cabaret,I Hold Your Hand In Mine [Live At Royal Albert Hall],2000
SOZHPGD12A8C1394FE,AR9AWNF1187B9AB0B4,instrumental pop,Baby Come To Me,0
SOSLAVG12A8C13397F,AROGWRA122988FEE45,pop rock,Den Pai Alo,0
SOTTDKS12AB018D69B,ARMBR4Y1187B9990EB,screamo,It Wont Be Christmas,0
SOMVWWT12A58A7AE05,ARQ9BO41187FB5CF1F,jazz fusion,Knocked Out Of The Park,0
SOQVMXR12A81C21483,ARKULSX1187FB45F84,progressive house,Salt In NYC,0
SODUJBS12A8C132150,ARI2JSK1187FB496EF,jazz funk,Wessex Loses a Bride,0
SOBBXLX12A58A79DDA,AREDBBQ1187B98AFF5,cool jazz,Erica (2005 Digital Remaster),0
SOTUKVB12AB0181477,AR7ZKHQ1187B98DD73,ccm,Blessed Assurance,1993
SOOJPRH12A8C141995,ARBGXIG122988F409D,country rock,Loaded Like A Gun,0
SOBCOSW12A8C13D398,AR7SMBG1187B9B9066,flamenco,Rumba De Barcelona,0
SOQOTLQ12AB01868D0,ARGCY1Y1187B9A4FA5,teen pop,"Clementina SantafA""",0
SOBKWDJ12A8C13B2F3,AR36F9J1187FB406F1,bhangra,Wild Rose (Back 2 Basics Mix),0
SOFNOQK12AB01840FC,ARNNKDK1187B98BBD5,breakbeat,Kutt Free (DJ Volume Remix),0
SOGVQGJ12AB017F169,AR62SOJ1187FB47BB5,breakbeat,Ten Tonne,2005
SOFFKZS12AB017F194,ARBEBBY1187B9B43DB,heartland rock,A Higher Place (Album Version),1994
SOBAYLL12A8C138AF9,ARDR4AC1187FB371A1,symphonic rock,Sono andati? Fingevo di dormire,0
SOLEYHO12AB0188A85,ARAGB2O1187FB3A161,latin jazz,Got My Mojo Workin,0
SOPEGZN12AB0181B3D,AREDL271187FB40F44,tech house,Get Your Head Stuck On Your Neck,0
SOXILUQ12A58A7C72A,ARP6N5A1187B99D1A3,blues-rock,Jenny Take a Ride,2004
SOTCKKY12AB018A141,ARGSAFR1269FB35070,turnablism,Sonnerie lalaleulA(c) hi houuu,0
SOSWKAV12AB018FC91,ARULZCI1241B9C8611,club,Midnight Star,0
SONSKXP12A8C13A2C9,AR0IAWL1187B9A96D0,latin jazz,Native Soul,2003
SOUPIRU12A6D4FA1E1,ARJIE2Y1187B994AB7,chanson,Der Kleine Dompfaff,0
SODREIN12A58A7F2E5,ARLTWXK1187FB5A3F8,instrumental rock,A Whiter Shade Of Pale (Live @ Fillmore West),0
SONWXQJ12A8C134D94,ARNF6401187FB57032,ballad,The Ballad Of Sleeping Beauty,1994
SOWQTQZ12A58A7B63E,ARPFHN61187FB575F6,hip hop,Streets On Fire (Explicit Album Version),0
SOLYIBD12A8C135045,AR051KA1187B98B2FF,hip hop,Music is what we love,0
SOINLJW12A8C13314C,AR8IEZO1187B99055E,soundtrack,City Slickers,2008
SOGDBUF12A8C140FAA,AR558FS1187FB45658,nu metal,Intro,2003
SORRZGD12A6310DBC3,ARVBRGZ1187FB4675A,rock,Harajuku Girls,2004
SODAUVL12A8C13D184,ARWB3G61187FB49404,blues-rock,Prognosis,2000
SOFCHDR12AB01866EF,AREVWGE1187B9B890A,stoner metal,Living Hell,0
SOHUTDD12AB018A94F,AR2JD2Z1187B998A90,vaudeville,Small World,0
SOHNDEQ12A6D4F9FBE,AR7TTCH1187FB3F95C,blues-rock,Truck Driving Man/Down In The Caribbean,0
SOLCALW12A8C132870,ARF6ZTO1187FB3684F,screamo,Swallow The Knife (Live) (Segue),2005
SOPOIQJ12A6701C8CF,ARPYBWQ1187B989C0D,hip hop,Mayday,1998
SOUMWOQ12A8C13A949,ARU0HTX1187B98B4C6,chill-out,Lake Of Dreams,1998
SOIUJEF12A8C13C878,ARUE3AK1187B9AC923,brill building pop,Because Of You,1999
SOXXFEW12AB017F2A8,AR6W9T51187B9A8B8E,chanson,Un Peu D'Amour Et D'AmitiA(c),0
SOLUIMX12AB0189599,ARQ05GM1187B990512,post-hardcore,Rattlesnake!,2008
SODLRRT12AB0189535,AR1Y2PT1187FB5B9CE,disco,Disappeared,0
SOCTPFZ12AAF3B45AE,ARXN7S71187B9941BE,dark ambient,DoppelgA$?nger [Qliphothic Phantasmagoria],2000
SOPDILX12AF72AA3C2,AR1072G1187FB5B351,cumbia,Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),0
SOMYOQU12A8C13C2B4,ARXIIEY1187FB44EAF,doom metal,Ghost Town Rituals (Album Version),2006
SOWETWO12A6D4FA5F3,ARBUOOR1187B997391,british pop,Morning Glory,0
SOFGVWR12A8C141D19,ARQ9BO41187FB5CF1F,jazz fusion,Rudolph The Red-Nosed Reindeer,0
SOADEBB12A8C1345D9,ARGC7FQ1187FB409CC,cabaret,Tomorrow Gone,2003
SORZLRP12AB017D68D,ARRS5961187B99F9DE,male vocalist,I don't Want to Be Alone Tonight,0
SOMGTTY12AB0185986,AR14CJ91187FB3A994,honky tonk,Just A Little Lovin' (Will Go A Long Way),1967
SOIKYMH12AB0186452,ARJV0U41187B9AB715,pop punk,Shameless,2007
SOILUPR12AB0186FC1,AR502DZ1187B98F8E1,irish folk,And I Love You So,0
SOAXGUT12AB0184D53,ARWI6LR1187FB46E9F,tango,L' Envers Du DA(c)cor,1999
SOWHNGE12A8C133D07,AR0AVIB1187FB37D01,vocal jazz,Quiet Time,1993
SOLULNS12A8C13008E,AR7OCK81187B98D1F1,blues-rock,Little Sister,1998
SOPMNJT12A8C13AC24,ARABFU01187FB46712,ccm,Song For Mom (LP Version),0
SOPLBWU12AB01894DE,ARF88UQ1187FB5A3E9,hard house,All Over Me,0
SOJFCDO12AB01852EE,ARQZTGO11E8F5C0768,dance rock,I Hate You,0
SOISHVF12A8AE496BB,AR08GQF1187B98E316,technical death metal,From The Blind (LP Version),2006
SOLEQYS12AB017D59D,ARZGMLE11F4C840C9D,digital hardcore,Misanthrope,0
SOPHMAS12AB0186B88,AROATPL1187FB48E12,heavy metal,Chains Chains (Live In Hammersmith),0
SOVCZHI12A6D4FAB0D,ARBXIDR1187B9AB77E,trip hop,The Date (Remix By Ana Rago),2002
SOFZJFU12A8C1420A1,ARYCP7D1187B99516B,blues-rock,As My Fire Flies,0
SOEWJWO12AB01865EB,ARVN9FZ1187FB393F1,indie rock,We Wish You A Merry Christmas,0
SOISSLO12AC96185B0,ARMD6JB1187FB3B0E7,pop rap,BAPse,1991
SOCYAKZ12AB018708F,ARFAGIR1187B997EA1,hip hop,Saturday Night Is The Loneliest Night In The Week,0
SOAXABK12A8C13C76F,AR6C8EJ1187FB3F473,latin jazz,A Mi No Me Importa,0
SOOBSJW12A6D4FA2B2,AROHMXL1187B9AF4B2,gangster rap,BYOB (Explicit Album Version),2007
SOWFQKL12AB017D754,ARWNRBH1187B9B7E68,smooth jazz,"Le PresbytA""re n'a rien perdu de son Charme",0
SOACHGQ12AB018590E,ARRVUWA1187B9A0FE2,charanga,Ven Morena,2003
SOKQFOM12A8C13E738,AR0LVFQ1187B9A84E0,jazz fusion,Brighton by the Sea,0
SOZEMEV12A6D4F9317,ARZCEOJ1187B9A91C0,tech house,CHAOS INTRO,0
SOQGZBE12A8C139160,ARD2NDU1187B99B615,celtic punk,Bloody Pig Pile (Live),2002
SONMGHJ12A8C137426,AREJO121187B995676,power electronics,Hex Breaker,2009
SOFRROW12A6701CBEA,AR5WPYF1187B9B40DA,disco,The Melting Moon (Edit),2004
SOIMFZR12AB017F041,ARN5BHA1187B99E072,slack key guitar,Hawaiian Chimes,0
SOCPSFM12A8C136A50,ARUZL121187FB4B42D,melodic hardcore,Turn Around,0
SOPWBZR12AB017C46D,ARW040W1187FB51082,folk rock,L'accordA(c)oniste,1999
SORSTBQ12A8C144986,ARQ7XJG1187B991CEC,salsa,Tumba Tumba,2000
SOSVQVA12A8C137DEA,AR7S48C1187B99711E,r&b,Why don't you eat where you slept last night ?,0
SOHXSRS12CF530E601,ARM7C1Q1187FB471C8,alternative metal,Suffocating Under Words Of Sorrow (What Can I Do),2005
SOETFVQ12A8151E8B3,ARYHTYH11EBCD7C884,free music,Im Moving On,0
SOAFUDP12A6D4F7211,AR7UOUK1187B99078C,space age pop,Deep Night/Softly As In A Morning Sunrise (Medley),0
SOQZWXR12AB017FDE3,ARGEKDX1187FB3A5BF,jazz funk,Let Me Show You [I Just Want To Make You Smile],1983
SOTNQRU12A8C131FEF,ARNQESK11F4C83FD6F,grime,Monster For Music,0
SOGXQRO12A8AE47D50,ARN03F71187FB4E3F4,neo soul,Complain,2006
SOFDHHB12AB0187788,ARJ9B1V1187FB4DD1F,hip house,Daydreaming [Jakwob Remix],2009
SOOCMUD12AC4686532,ARSS1OZ1187FB54440,lullaby,Dansende Foran Speilet,0
SOPDAMI12A58A782EA,ARDG9Z71187B997023,dance rock,Ease,1985
SORZHIP12A8C13EEB8,ARZWK2R1187B98F09F,hardcore punk,Everchanging,2001
SOIHMBZ12AC4688FD5,ARNNQ9E1187FB3C82F,dancehall,Too much informa,2005
SOSLSTE12AB0180800,ARWI6LR1187FB46E9F,tango,L'insidieuse (Live),0
SOWEMDM12AC3DFA56B,ARWSMC91187B9AD369,power pop,So Hot,1994
SOOUWXD12AB0181D16,ARZAXOR11F4C83EB65,chinese music,Youlan_ Lonely Orchid (solo guqin),0
SOONDHS12A58A7CADA,ARFK98R1187B9B0552,power pop,Forbidden Fruit,0
SODYVBO12AB017C3A5,ARU9Q5Q1187FB3D6EB,latin jazz,Recorda-Me,0
SOXKVHN12AB0184051,AR57Z841187B9B7D7D,lovers rock,Lady Of Your Calibre,0
SOLZTXD12AB0189AEB,AR82DJK1187B991107,rap,Italian For Goodbye (skit),2004
SOKBJCQ12A6D4F9DCB,ARMUC731187B9A172D,pop folk,Anti Geroi,2006
SOXLVKX12A6310E1C9,ARWD25M1187FB4C563,vocal jazz,Stronger Than Me,2003
SOOWWPQ12AB018E4B7,ARYF20K1187B9B76BD,california,Only For The Young,2009
SOIOEMI12AB0182C50,ARRESZG1187B9A3FBF,freakbeat,T'as 16 ans demain,0
SOHVUPT12AB0180D45,ARD88QA119B3403A02,free jazz,Serene,0
SOZQKUN12A58A7BE4B,ARIHI8H1187B9B0058,rock steady,So Jah Seh,2006
SOFDXJM12A58A75955,ARHO1WI1187B98CB84,ccm,Joy In The Journey (The Final Word Album Version),0
SOFPXKK12AB01807D3,ARWI6LR1187FB46E9F,tango,Chorinho Pra Ele (Live),0
SOCOQUZ12AB0181A1E,ARUWB5W1187B98D7A1,power metal,Warrior's Quest,1999
SOZLDXZ12A8C1427BE,ARR9XHK1187FB3894D,zouk,Medley LeA-la Chico,0
SOXTQOC12A6D4F6C56,AR82DJK1187B991107,rap,The Hustle,1995
SOSLEMJ12A8C13F86B,ARIUQZL1187FB4303B,humppa,Rakkauden satu - Histoire d'un Amour -,0
SOXHJSE12A8C1364FF,ARQ05GM1187B990512,post-hardcore,God Bless You (Goddamn it),2005
SODUYOC12A67ADC8ED,ARBD4QW1187FB42153,death metal,The Illusionist,2006
SOTAGIH12AB018152A,AR8QW7Y119B866993A,musette,La Route Est Belle,2005
SONKANV12AB017E5F0,ARJAVK71187B989FEF,zouklove,Urgence,2004
SOBCKIM12A8C13936C,AR0S7TA1187FB4D024,dance pop,Pero Me Acuerdo De TA,2000
SOPEYWY12A8C13A9EC,ARVD9M11187FB49291,dubstep,Trapped In Reality,0
SOPYZLU12A8C14193C,ARV1ALU1187FB4D77E,alternative metal,Our Darkest Days,2006
SOVSLSQ12A6D4F8F77,ARVZPW91187FB4D73C,funk,California Dreamin' (LP Version),1971
SOOBPLB12AB018ABBA,ART70HI1187B9A37BC,chicago blues,Dumb Woman Blues,0
SOKAYCT12AB018ACE9,ARCICZN11EB9C810B3,roots reggae,Letting You Back In,0
SODQWRC12A8C13D19B,ARW9QSZ1187FB4B93E,classic rock,Hear Me Lord (2001 Digital Remaster),0
SOHSGTX12A67020685,AR633SY1187B9AC3B9,pop rock,Don't Let Go,2001
SOARVHI12AB018C588,ARDQO721187FB3C6D9,miami bass,U Don't Hear Me Tho' (Street Mix),1993
SOQLNGZ12A8C1314E8,ARUF71J1187FB511C1,instrumental rock,Lonely Street,1963
SOUOYDQ12AB017EFFC,AREP8KM1187B9A3A7B,surf music,Undertow,2008
SONPXHA12AB017D876,ARD88QA119B3403A02,free jazz,12 Seasons of Love,0
SONETAK12A6D4FB69A,ARQXAUH1187B9BA010,country blues,Courtyard,1968
SOSOMQZ12AB0180900,ARLH4CH11C8A4173EC,country rock,Have You Ever Seen The Rain,0
SOUIYTT12A8C137D45,ARRHVVL1187B991E41,jump blues,Cry Baby,0
SOKIXDM12A8C136E04,ARCEOW71187B9A5A71,dance rock,Interlude,0
SOPJIAU12A8C13DF3A,ARHBYTA1187FB3C812,freestyle,Terra,2001
SOMMMJG12AB0188A1C,ARX0IEI1187FB4FF4B,chill-out,Mother,0
SOWCGOU12A81C2194D,ARHEQ501187FB4F898,salsa,A La Memoria Del Muerto,2004
SOAQFIX12A6D4F8A72,AR19GQN1187FB3ACF5,vocal house,Sayin' Dope,1995
SOSHODS12A6D4F79BC,ARIPLUN1187B99B9F9,new wave,When The World Is Running Down_ You Make The Best Of What's Still Around,0
SOMVEML12A8C13473F,ARM9Q581187B98E984,alternative dance,My Bonnie Lies Over the Ocean,0
SOLHMFG12A81C21E88,AR3752L1187FB4B67E,power pop,Now You Know,1996
SORNGOF12A8C144013,ARR8AIK1187B9A0BCE,chicago blues,I'm Sitting Here Waiting,0
SOXIPMV12A8C135AB0,ARIFTCD11F4C84086D,rap,Korrupted - Remix,0
SOYBTTM12AB01899E8,AR6BIWA1187B9ABAE8,hip hop,Sex Objekt,0
SOUDYEW12AB0183E5C,ARYWU5F1187B9A77BE,world music,Rain / Ekoln,0
SOBXYZM12A8C140450,AR37ILI1187B98E27B,alternative dance,Reason With The Beast,2005
SOJISRJ12A8C1323D7,ARPKATM1187B9B76E6,hardcore punk,As Diehard As They Come (Album Version),2006
SOXTTCW12A8C1331EF,ARFZSPU1187B9B5BA9,soundtrack,No Unexpected Guests,2002
SOKMFTY12AB0183216,AREPD8D1187FB3F5BC,post-grunge,Walls And Cannonballs (Album),2010
SONUYNP12C41E0741F,AR93D4D1187FB3ACAD,blues-rock,Trouble In The City,1983
SOSOQET12AB0181A68,AR858UO1187FB437B4,blues,Dark Angel,2005
SOCOICY12A8C140D18,ARF2EHS1187B994F4E,southern rock,Knocked Up,2007
SOVIRCP12AB01891FE,AROF4LP1187FB41C51,tejano,Ven Conmigo/Perdoname (Live),0
SORCBRS12A8C138350,AR8LMZM1187B9A8160,crunk,Taste Of Dis (Explicit Version),2005
SOTKKSP12A6BD53D32,AREUYDJ1187B9BA040,soft rock,Prvni vesela,2006
SOXZUAY12A58A7B63C,ARCP8YG1187B997D72,new age,If You'd Only Talk To Me (Bonus Track),0
SOCMIYJ12A8C1384E3,ARP07GD1187B9B9DA4,mariachi,Librado Maldonado,0
SOGJYZW12A8C134DBD,ARQ76LG1187B9ACD84,hardcore punk,Crass Commercialism,1982
SOEORMV12A6D4F7455,ARA373P1187B9A74C7,charanga,Flores Negras,0
SOYRLBG12A8C145AD9,ARBZHTB1187FB3A725,honky tonk,Rollercoaster Ride,2008
SOXBGFT12A8C13B4BF,AR82GTS1187FB5662F,country rock,Turning Away,1999
SOYVQII12A81C2115C,AR2EHC11187B9AD895,heavy metal,Metal from Hell...22nd Century,0
SOJCFUI12A6D4FC28C,ARCT5P61187FB3D950,chicago soul,The Girl I Find (LP Version),0
SOEVPYU12CF5827356,AR0WLH6119B8669027,synthpop,Panda Bear,2007
SODPTKR12AAFF43568,ARDK5LC1187B9AB681,soul blues,Drifting From Town To Town,2006
SOLTRLC12A8C13E710,AR5BLB01187FB57E99,hard house,Negativ Song,2006
SOWMUXA12AB01840EC,ARGAWJY11F50C50904,meditation,The Lords Prayer,0
SOAIGUM12A6D4F6FCB,ARSYOWS1187FB41157,blue-eyed soul,Nubia (LP Version),0
SOHGDHJ12A8C13F54D,AR97EHA1187B98AD5F,country blues,Blake's Worried Blues,0
SOWXYMX12AB017F190,ARLZ2LD1187B9B17FD,europop,You're My World,0
SOUSQZF12A8C13BBB9,ARGWFMR1187B98D0E7,pop rock,Ojos Gitanos,1991
SOLCIZY12A6D4F6A61,ARMT23H1187B995083,tejano,Mira Nina,0
SOIKLHC12A6D4FA158,ARV6QHT1187FB5537A,brazilian pop music,Solamente Una Vez,0
SOQXUJL12A6D4FA238,ARXY0SI1187B9B3064,chill-out,Zolte Slonie,2006
SOKTTZL12A67ADC7CD,ARNDBEM1187B9A2918,viking metal,Sahti Waari,2004
SOZDUEQ12A8C14440E,ARDNW1B1187FB4ABBB,salsa,Nina Nina,2006
SOJFAFW12A8C142321,AR5JR4O1187FB35F58,big beat,Only Do for Love,0
SOJZZHD12AB01821A2,ARYKXSD1187B9A4DAD,pop rock,Arrival,0
SOQVKQN12A8C13B95A,ARABTW91187FB3A73B,pop,Las Murallas De JericA3,0
SOEXHZZ12AB018661D,ARIPQAE11F4C83B78A,polka,Megatrend,0
SOWOSLT12A8C13F193,ARUDPRC1257509BA98,gangster rap,In The Name of the Father,0
SONBXTX12A8C138834,ARJAZLO11F4C83B642,western swing,I Can't Tame Wild Women,0
SOBEVMI12AB018E480,ARSKSFC1264D0E32F8,black metal,A Somber Wind from a Distant Shore (Album),0
SOVYOMR12AC468ABB9,ARMD0G81187B99A519,ccm,Little Timmy,0
SOVSGKJ12A6D4F9925,ARZCXO91187FB53708,future jazz,Erica,0
SOXKCIT12A8C13A881,AR1LQNB1187B9A6AE5,disco,Marcando El Ritmo Al Caminar,0
SOXXWCZ12AB017D07C,ARVAWTX1187B9A9990,pop folk,To Agalma,0
SOIZXXS12AC468645B,ARKXLIJ1187B9A4C54,orchestra,Damisela Encantadora,0
SOUYCPO12AAF3B3E0B,AROBERX1187B9B437A,glitch,You Are My Memoir,2007
SOMKWCF12A8C142BCD,AREDW1C1187B9ACAC2,bel canto,Donizetti: Roberto Devereux: L'ore trascorrono...,0
SOSMXVH12A58A7CA6C,AR6PJ8R1187FB5AD70,dance pop,Pienso En Ti,1995
SOKZYGT12A8C139568,ARAHQDS1187FB55275,brazilian pop music,This Time I'll Be Sweeter,0
SOYSHPW12AC960A4D6,AR43KFF1187B9B74B1,new orleans blues,Bus Station Blues (Live),0
SOBSKJV12A67AE0CC4,AR21YNH1187FB49649,grime,Mr. Prime Minister,2005
SOHRTYN12AB018CCDE,AR72THZ1187B9974EF,world,I Love You And You Love Me,0
SODPLYE12AB01898FB,ARA3I0J1187FB57869,power pop,A New Hope,1997
SOQSYGY12A8C137E0F,AROF4LP1187FB41C51,tejano,Como La Flor (2005 Re-mastering) (Live),0
SOJPXLR12AB018378B,ARXOKNT1187B9AA521,hip hop,Ponto,0
SOJCRCV12AC468654B,ARMD0G81187B99A519,ccm,Great Is Thy Faithfulness,0
SOFAJKC12AB018B184,ARA0YAE1187B9B1D16,hard trance,Party In The Burbs,0
SOMTZYN12A8AE471C0,AR4CH531187FB4EA21,blackened death metal,Compulsory Resurrection,2008
SOJCHPN12A8C132491,ARPGPI81187B98AEEA,industrial rock,Lobotomy,0
SONVUII12AB0183269,AR1KMPF1187B99AA98,visual kei,The tears I cried,0
SOLRRKL12A6D4F9A14,ARJIWJH1187FB3F6B9,blues-rock,Party Til The Cows Come Home,2005
SODGOXT12A8C1418DE,ARK82DC1187B9A1FEB,orchestra,Don't Cry_ Joe,0
SOPMOPR12A6D4FBC72,ARECPYG11C8A42B5BF,kraut rock,La Excursion,0
SOLQSUX12AF72AB397,AR0CDSK1187FB52ED6,western swing,Big Balls And Cow Town,0
SOMRFYS12A8C13CCA4,AR0NKFJ1187B9AF1FF,pop rock,Lie Down And Be Counted (2007 Digital Remaster),0
SOBDARW12AB018BB05,ARGEKDX1187FB3A5BF,jazz funk,Your Amazing Grace (feat. Raul MidA3n),0
SOVXNAP12A81C234AE,ARSTSEH121318C5B01,dark wave,Into A Swan,2007
SORDNTC12A8C13FE63,ARCP8YG1187B997D72,new age,To The Stars,0
SOKCFEJ12AB017BE83,ARFFDZU1187FB50682,country rock,The Joes Mobilize,2009
SOKKRTJ12AB0182F77,ARFZNR41187B990AF7,piano blues,I Got To Quit My Baby,0
SORMWFU12AB0185891,ARZ05QG1187FB3843E,chicago blues,So Unhappy,2004
SOMXSEH12A8C1371EA,AR0693R1187FB59D32,rumba,San Cristobal,2001
SOTSZZK12AB0189F9D,ARBON001187B99BAD8,ballad,Kashmiri Love Song,1992
SOUIDWL12A8C13357A,AR4PZLK1187B999B4E,bossa nova,Marca de Amor NAPSo Sai,0
SOSQIQU12A8C143A53,ARQDWBG1187B9891D7,industrial rock,Ammonite,2009
SOVGKBD12AAF3B4FFB,AR0AVIB1187FB37D01,vocal jazz,If I Ruled The World,2004
SOHXBEL12A8C1355E3,ARIXCFZ1187B991009,thrash core,The Sweep,0
SOWQROJ12A8AE47400,ARV3CRH1187B9A1B21,alternative rock,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),2005
SOLXOSZ12A8C1432E2,ARN03F71187FB4E3F4,neo soul,I Love You,0
SOTRSHW12A58A79E7C,ARTB5PP1187FB523B7,jazz funk,This Christmas (LP Version),0
SONHURK12A8C131104,ARO32TC1187FB39461,dirty south rap,Curvy Cola Bottle Body,0
SOZBOLJ12AB018B0EC,AR6GJDZ1187B991E46,death core,VolcA!n,2009
SOJBVLG12AB0180412,ARZDUML1187B9AD101,heavy metal,Alkohol,0
SOYOZCL12AB0189C16,ARIW1BH1187FB4C94A,twee pop,Heart it Races (Frank Tetaz Remix),0
SOHFVFR12AB0186969,AR0DSOO1187B9B855E,roots reggae,Very Well,1979
SOXDEEZ12A6D4FBB9A,AR6AGJV1187FB504BA,chill-out,Village Attack/ The Arrest,1993
SOABLAF12AB018E1D9,ARSW5F51187FB4CFC9,grunge,Lesson Learned,2009
SOWOHNT12A6D4F60EA,ARD0FN11187B9B25CD,brill building pop,(I Heard That) Lonesome Whistle,1995
SOVLDWE12A8AE47F3E,ARXGWNG1187FB503A5,dancehall,Here Comes The Hotstepper,1995
SOSCKEF12AB0181D6F,ARF9EI11187B9AB66C,hip hop,Almost Genuine,0
SOQFRWV12A8C133D0A,AR3752L1187FB4B67E,power pop,Can't Shake That Girl,0
SOQYKJX12A8AE4968F,ARQATWU1187B98EE26,alternative metal,What You Deserve (Album Version),2006
SOTSFFZ12AB0182949,ARORSBT11F50C4A96B,reggaeton,Es dificil,0
SOTMYBJ12A58A7A667,ARKLA8V1187B999B68,sludge metal,The Sweetest Curse,2009
SOTVHQT12AB0181279,ARTE9CG1187B99B1AF,hip hop,We're Back,2003
SOLLKHF12A58A77EE9,ARNUPIM11F4C83BD4D,noise rock,Talk Like POP,0
SOMEUQK12AB017A8FF,ARO7FES1187B9A59BE,progressive trance,Fuego Caliente,0
SOZVBBA12A6D4FD1A8,AR9KWJK1187FB4A531,salsa,Un Tipo Como Yo,1999
SOJDXID12A8C140A22,ARBPXW61187B99D5D9,zydeco,The Thrill Is Gone,1994
SOCLAYI12A6310F138,AR6892W1187B9AC71B,british pop,Slave To The Wage,2000
SOGAUIQ12A6D4F8262,ART5MUE1187B98C961,speed metal,Hit The Lights,1982
SOXVUMX12AB0187374,ARPNDSH1187B9B942F,cumbia,Cancion Para Mi Muerte,0
SOYBUNM12A6D4F64B1,AR0WXWU1187B9AB33F,power pop,Have You Seen Her,0
SOVFFIH12A81C217E6,ARHUQUF1187FB382E6,ccm,Don't Tell Me,0
SOKMUOE12AAF3B3F2B,ARBXBQR1187FB56FA5,chamber jazz,Karuna,0
SOBBPHG12AB01869CE,ARPOPBQ11F4C83D36D,chicago house,Lil Mama Getdown,0
SOVBTZQ12AB0184DC0,AREKO1L1187B997EFE,shoegaze,Closing Scene,2007
SOFMOWZ12AB017F3B7,AREGV3K1187B9AF614,heavy metal,Get It For Free,1999
SOKJKUH12A8AE46FAA,AR8S3OI1187B9B92E4,uk garage,Feelings,2005
SOQVGKZ12A6D4F8244,ARXP9GE1187FB3ED0E,dance pop,If You Love Me,2003
SOMLPQI12A8C13EE3F,ARO0QD41187FB3AB0A,blues,Still There For Me,2006
SOZXPDN12AB018302E,ARQAXT91187B99103A,neue deutsche welle,Allein,0
SOTCPOF12AB01885FE,ARNUFGE1187B9B7881,doo-wop,Doctor Of Hearts (Album Version),0
SOERPNN12A58A7D057,ARITKAJ122BCFCA169,musette,La Vida En Rosa,0
SOPILLC12A81C1FA01,ARYV1OT1187B9B4C8E,country rock,Crying Time,1974
SONDOLZ12AB0187777,ARGOLWM1187B98CEDE,ccm,You Can Always Come Home,0
